TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2004,7,20,12,0,33XX WILLIAM ST,Hastings-Sunrise,497640.1314,5457935.0415
Theft from Vehicle,2016,9,24,1,0,33XX WILLIAM ST,Hastings-Sunrise,497647.3491,5457925.8655
Theft from Vehicle,2012,7,17,21,0,33XX WILLIAM ST,Hastings-Sunrise,497661.8655,5457925.8013
Theft from Vehicle,2016,4,12,20,45,33XX WILLIAM ST,Hastings-Sunrise,497683.6805,5457934.849
Theft from Vehicle,2017,9,1,0,0,33XX WILLIAM ST,Hastings-Sunrise,497685.0519,5457934.8425
Theft from Vehicle,2004,3,11,21,30,33XX WILLIAM ST,Hastings-Sunrise,497705.4551,5457934.7527
Theft from Vehicle,2012,9,20,20,0,33XX WILLIAM ST,Hastings-Sunrise,497705.4551,5457934.7527
Theft from Vehicle,2011,10,13,17,39,33XX WILLIAM ST,Hastings-Sunrise,497719.9715,5457934.6885
Theft from Vehicle,2013,10,7,18,0,33XX WILLIAM ST,Hastings-Sunrise,497719.9715,5457934.6885
Theft from Vehicle,2020,3,24,21,0,33XX WILLIAM ST,Hastings-Sunrise,497719.9715,5457934.6885
Theft from Vehicle,2012,7,29,0,0,33XX WILLIAM ST,Hastings-Sunrise,497723.6006,5457934.6724
Theft from Vehicle,2011,12,13,19,0,33XX WILLIAM ST,Hastings-Sunrise,497730.8588,5457934.6404
Theft from Vehicle,2021,3,18,3,47,33XX WILLIAM ST,Hastings-Sunrise,497741.8674,5457925.4471
Theft from Vehicle,2004,8,6,19,0,34XX ADANAC ST,Hastings-Sunrise,497770.7547,5458293.1826
Theft from Vehicle,2005,6,5,22,0,34XX ADANAC ST,Hastings-Sunrise,497770.7547,5458293.1826
Theft from Vehicle,2017,11,1,22,30,34XX ADANAC ST,Hastings-Sunrise,497795.5519,5458293.1727
Theft from Vehicle,2016,11,19,23,30,34XX ADANAC ST,Hastings-Sunrise,497812.554,5458293.1661
Theft from Vehicle,2020,9,30,2,0,34XX ADANAC ST,Hastings-Sunrise,497812.554,5458293.1661
Theft from Vehicle,2020,12,19,11,0,34XX ADANAC ST,Hastings-Sunrise,497812.554,5458293.1661
Theft from Vehicle,2018,7,24,15,0,34XX ADANAC ST,Hastings-Sunrise,497812.554,5458293.1661
Theft from Vehicle,2004,11,12,19,0,34XX ADANAC ST,Hastings-Sunrise,497815.9926,5458293.1649
Theft from Vehicle,2008,5,8,20,0,34XX ADANAC ST,Hastings-Sunrise,497815.9926,5458293.1649
Theft from Vehicle,2017,2,11,22,0,34XX ADANAC ST,Hastings-Sunrise,497833.8161,5458302.3017
Theft from Vehicle,2007,10,28,14,0,34XX ADANAC ST,Hastings-Sunrise,497861.234,5458302.2913
Theft from Vehicle,2003,9,22,5,45,34XX BRIDGEWAY,Hastings-Sunrise,497817.7421,5459648.0677
Theft from Vehicle,2004,10,5,3,50,34XX BRIDGEWAY,Hastings-Sunrise,497823.9167,5459654.3569
Theft from Vehicle,2021,8,23,9,0,34XX BRIDGEWAY,Hastings-Sunrise,497860.9644,5459692.0918
Theft from Vehicle,2014,9,1,15,30,34XX BRIDGEWAY,Hastings-Sunrise,497901.0993,5459732.9712
Theft from Vehicle,2014,8,26,18,0,34XX BRIDGEWAY,Hastings-Sunrise,497906.4126,5459738.355
Theft from Vehicle,2017,8,6,19,0,34XX CAMBRIDGE ST,Hastings-Sunrise,497817.4629,5459319.2848
Theft from Vehicle,2017,9,14,23,0,34XX CAMBRIDGE ST,Hastings-Sunrise,497817.4629,5459319.2848
Theft from Vehicle,2006,1,17,18,45,34XX CAMBRIDGE ST,Hastings-Sunrise,497822.7147,5459320.8744
Theft from Vehicle,2006,1,17,22,35,34XX CAMBRIDGE ST,Hastings-Sunrise,497822.7147,5459320.8744
Theft from Vehicle,2012,9,3,15,0,34XX CAMBRIDGE ST,Hastings-Sunrise,497822.7147,5459320.8744
Theft from Vehicle,2003,3,22,13,0,34XX CAMBRIDGE ST,Hastings-Sunrise,497860.5424,5459331.9796
Theft from Vehicle,2014,3,25,0,0,34XX CAMBRIDGE ST,Hastings-Sunrise,497860.5524,5459322.8356
Theft from Vehicle,2016,10,15,1,30,34XX CAMBRIDGE ST,Hastings-Sunrise,497867.4495,5459322.8431
Theft from Vehicle,2017,3,27,17,0,34XX CAMBRIDGE ST,Hastings-Sunrise,497867.4495,5459322.8431
Theft from Vehicle,2018,9,15,15,0,34XX CAMBRIDGE ST,Hastings-Sunrise,497867.4495,5459322.8431
Theft from Vehicle,2016,3,19,17,0,34XX CAMBRIDGE ST,Hastings-Sunrise,497867.5179,5459322.8433
Theft from Vehicle,2019,1,4,15,0,34XX CAMBRIDGE ST,Hastings-Sunrise,497867.5179,5459322.8433
Theft from Vehicle,2020,8,21,17,40,34XX CAMBRIDGE ST,Hastings-Sunrise,497884.53,5459322.8619
Theft from Vehicle,2017,8,6,19,0,34XX CAMBRIDGE ST,Hastings-Sunrise,497904.0506,5459322.8833
Theft from Vehicle,2017,5,14,18,0,34XX CAMBRIDGE ST,Hastings-Sunrise,497916.251,5459322.8967
Theft from Vehicle,2016,5,23,22,0,34XX CAMBRIDGE ST,Hastings-Sunrise,497925.5632,5459322.9068
Theft from Vehicle,2019,1,31,7,46,34XX CAMBRIDGE ST,Hastings-Sunrise,497928.4514,5459322.9101
Theft from Vehicle,2018,5,18,12,0,34XX CHARLES ST,Hastings-Sunrise,497752.9885,5457826.6126
Theft from Vehicle,2004,5,8,17,30,34XX CHARLES ST,Hastings-Sunrise,497755.8028,5457826.5653
Theft from Vehicle,2005,3,14,17,0,34XX CHARLES ST,Hastings-Sunrise,497755.8028,5457826.5653
Theft from Vehicle,2006,5,9,15,30,34XX CHARLES ST,Hastings-Sunrise,497755.8028,5457826.5653
Theft from Vehicle,2008,9,12,18,30,34XX CHARLES ST,Hastings-Sunrise,497755.8028,5457826.5653
Theft from Vehicle,2008,10,11,14,39,34XX CHARLES ST,Hastings-Sunrise,497755.8028,5457826.5653
Theft from Vehicle,2012,5,11,18,0,34XX CHARLES ST,Hastings-Sunrise,497755.8028,5457826.5653
Theft from Vehicle,2014,5,23,16,36,34XX CHARLES ST,Hastings-Sunrise,497755.8028,5457826.5653
Theft from Vehicle,2014,7,8,20,8,34XX CHARLES ST,Hastings-Sunrise,497755.8028,5457826.5653
Theft from Vehicle,2018,3,16,15,0,34XX DUNDAS ST,Hastings-Sunrise,497759.8022,5459111.0635
Theft from Vehicle,2018,6,16,3,0,34XX DUNDAS ST,Hastings-Sunrise,497759.8022,5459111.0635
Theft from Vehicle,2018,7,16,17,0,34XX DUNDAS ST,Hastings-Sunrise,497759.8022,5459111.0635
Theft from Vehicle,2004,8,7,8,0,34XX DUNDAS ST,Hastings-Sunrise,497763.5327,5459111.0051
Theft from Vehicle,2005,7,5,21,0,34XX DUNDAS ST,Hastings-Sunrise,497763.5327,5459111.0051
Theft from Vehicle,2010,1,4,21,0,34XX DUNDAS ST,Hastings-Sunrise,497763.5327,5459111.0051
Theft from Vehicle,2015,4,8,1,9,34XX DUNDAS ST,Hastings-Sunrise,497763.5327,5459111.0051
Theft from Vehicle,2015,8,1,21,0,34XX DUNDAS ST,Hastings-Sunrise,497763.5327,5459111.0051
Theft from Vehicle,2016,2,9,21,0,34XX DUNDAS ST,Hastings-Sunrise,497763.5327,5459111.0051
Theft from Vehicle,2017,6,30,15,0,34XX DUNDAS ST,Hastings-Sunrise,497763.5327,5459111.0051
Theft from Vehicle,2017,10,31,15,0,34XX DUNDAS ST,Hastings-Sunrise,497774.1133,5459110.8403
Theft from Vehicle,2015,11,11,19,0,34XX DUNDAS ST,Hastings-Sunrise,497777.2348,5459110.7914
Theft from Vehicle,2020,8,22,2,11,34XX DUNDAS ST,Hastings-Sunrise,497777.2348,5459110.7914
Theft from Vehicle,2017,11,15,22,0,34XX DUNDAS ST,Hastings-Sunrise,497784.9892,5459119.8158
Theft from Vehicle,2014,5,14,15,30,34XX DUNDAS ST,Hastings-Sunrise,497787.6539,5459119.7741
Theft from Vehicle,2016,7,23,18,0,34XX DUNDAS ST,Hastings-Sunrise,497787.6539,5459119.7741
Theft from Vehicle,2017,2,16,20,30,34XX DUNDAS ST,Hastings-Sunrise,497817.1893,5459119.3137
Theft from Vehicle,2012,8,5,0,0,34XX DUNDAS ST,Hastings-Sunrise,497818.4837,5459119.2934
Theft from Vehicle,2005,6,4,15,45,34XX DUNDAS ST,Hastings-Sunrise,497821.7667,5459110.0971
Theft from Vehicle,2010,8,15,22,0,34XX DUNDAS ST,Hastings-Sunrise,497845.888,5459118.8662
Theft from Vehicle,2014,11,13,21,0,34XX DUNDAS ST,Hastings-Sunrise,497852.739,5459118.7593
Theft from Vehicle,2004,3,24,17,0,34XX DUNDAS ST,Hastings-Sunrise,497856.022,5459109.563
Theft from Vehicle,2020,3,6,1,15,34XX DUNDAS ST,Hastings-Sunrise,497856.4023,5459109.557
Theft from Vehicle,2005,7,5,23,0,34XX DUNDAS ST,Hastings-Sunrise,497866.2986,5459109.4028
Theft from Vehicle,2014,8,13,12,0,34XX DUNDAS ST,Hastings-Sunrise,497866.2986,5459109.4028
Theft from Vehicle,2019,12,8,23,0,34XX DUNDAS ST,Hastings-Sunrise,497885.0246,5459109.1107
Theft from Vehicle,2021,1,14,13,0,34XX DUNDAS ST,Hastings-Sunrise,497885.0246,5459109.1107
Theft from Vehicle,2003,5,29,18,0,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2004,4,28,18,25,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2004,4,28,18,45,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2004,6,9,18,0,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2004,6,25,17,0,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2004,6,28,19,30,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2004,8,16,18,0,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2005,7,19,18,0,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2006,6,16,17,24,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2007,4,29,13,0,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2007,5,12,11,30,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2007,6,8,6,50,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2007,6,18,18,30,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2007,7,5,19,0,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2007,8,6,8,0,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2008,5,25,11,0,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2008,6,1,9,15,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2008,6,1,12,8,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2008,6,10,18,0,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2008,7,30,18,30,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2008,8,6,21,0,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2008,8,25,18,35,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2008,10,7,17,30,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2010,9,18,15,7,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2010,9,28,16,0,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2010,10,10,14,15,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2010,10,20,17,54,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2011,6,26,20,19,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2011,10,8,12,58,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2012,5,9,16,40,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2012,5,12,18,45,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2012,5,26,19,0,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2012,5,29,20,52,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2012,8,2,17,45,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2012,8,2,18,0,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2013,5,15,19,0,34XX E 1ST AVE,Hastings-Sunrise,497735.5218,5457424.2255
Theft from Vehicle,2004,6,15,18,0,34XX E 1ST AVE,Hastings-Sunrise,497754.5133,5457396.6432
Theft from Vehicle,2011,5,10,20,24,34XX E 1ST AVE,Hastings-Sunrise,497754.5133,5457396.6432
Theft from Vehicle,2019,5,25,21,0,34XX E 1ST AVE,Hastings-Sunrise,497836.9885,5457396.9174
Theft from Vehicle,2007,9,17,12,41,34XX E 1ST AVE,Hastings-Sunrise,497886.3565,5457397.0813
Theft from Vehicle,2017,8,18,20,0,34XX E 1ST AVE,Hastings-Sunrise,497888.6269,5457397.0892
Theft from Vehicle,2003,1,12,23,0,34XX E 2ND AVE,Hastings-Sunrise,497754.6081,5457295.1902
Theft from Vehicle,2007,12,16,3,57,34XX E 2ND AVE,Hastings-Sunrise,497754.6081,5457295.1902
Theft from Vehicle,2004,4,11,19,0,34XX E 2ND AVE,Hastings-Sunrise,497778.365,5457304.1273
Theft from Vehicle,2016,4,15,19,0,34XX E 2ND AVE,Hastings-Sunrise,497778.365,5457304.1273
Theft from Vehicle,2019,9,10,19,0,34XX E 2ND AVE,Hastings-Sunrise,497778.365,5457304.1273
Theft from Vehicle,2005,12,2,0,0,34XX E 2ND AVE,Hastings-Sunrise,497818.8746,5457294.6295
Theft from Vehicle,2015,4,8,1,0,34XX E 2ND AVE,Hastings-Sunrise,497818.8746,5457294.6295
Theft from Vehicle,2008,1,12,9,0,34XX E 2ND AVE,Hastings-Sunrise,497829.0219,5457294.541
Theft from Vehicle,2009,1,7,20,0,34XX E 2ND AVE,Hastings-Sunrise,497829.0219,5457294.541
Theft from Vehicle,2010,4,15,10,13,34XX E 2ND AVE,Hastings-Sunrise,497829.0219,5457294.541
Theft from Vehicle,2010,4,28,17,0,34XX E 2ND AVE,Hastings-Sunrise,497829.0219,5457294.541
Theft from Vehicle,2010,6,22,18,0,34XX E 2ND AVE,Hastings-Sunrise,497829.0219,5457294.541
Theft from Vehicle,2005,12,29,18,0,34XX E 2ND AVE,Hastings-Sunrise,497896.6708,5457293.9508
Theft from Vehicle,2017,10,6,20,30,34XX E 3RD AVE,Hastings-Sunrise,497750.8812,5457194.7118
Theft from Vehicle,2018,8,10,20,30,34XX E 3RD AVE,Hastings-Sunrise,497750.8812,5457194.7118
Theft from Vehicle,2022,5,27,22,0,34XX E 3RD AVE,Hastings-Sunrise,497750.8812,5457194.7118
Theft from Vehicle,2003,7,28,22,0,34XX E 3RD AVE,Hastings-Sunrise,497754.5612,5457194.6937
Theft from Vehicle,2003,12,13,22,30,34XX E 3RD AVE,Hastings-Sunrise,497754.5612,5457194.6937
Theft from Vehicle,2012,5,10,22,30,34XX E 3RD AVE,Hastings-Sunrise,497754.5612,5457194.6937
Theft from Vehicle,2014,7,7,20,30,34XX E 3RD AVE,Hastings-Sunrise,497754.5612,5457194.6937
Theft from Vehicle,2022,5,10,15,0,34XX E 3RD AVE,Hastings-Sunrise,497796.8098,5457203.6297
Theft from Vehicle,2022,10,14,16,0,34XX E 3RD AVE,Hastings-Sunrise,497796.8098,5457203.6297
Theft from Vehicle,2007,10,1,18,0,34XX E 3RD AVE,Hastings-Sunrise,497798.5372,5457203.6212
Theft from Vehicle,2003,5,27,6,0,34XX E 3RD AVE,Hastings-Sunrise,497801.8714,5457194.4607
Theft from Vehicle,2022,9,26,22,0,34XX E 3RD AVE,Hastings-Sunrise,497810.9297,5457203.5632
Theft from Vehicle,2009,7,10,22,0,34XX E 3RD AVE,Hastings-Sunrise,497849.1817,5457194.2277
Theft from Vehicle,2015,11,3,17,15,34XX E 3RD AVE,Hastings-Sunrise,497849.1817,5457194.2277
Theft from Vehicle,2019,7,29,8,45,34XX E 3RD AVE,Hastings-Sunrise,497849.7074,5457194.2251
Theft from Vehicle,2015,4,23,22,30,34XX E 3RD AVE,Hastings-Sunrise,497862.6989,5457194.1611
Theft from Vehicle,2016,2,25,20,0,34XX E 3RD AVE,Hastings-Sunrise,497862.7439,5457203.305
Theft from Vehicle,2007,6,1,0,0,34XX E 3RD AVE,Hastings-Sunrise,497872.8368,5457194.1112
Theft from Vehicle,2021,2,14,2,0,34XX E 3RD AVE,Hastings-Sunrise,497902.65,5457193.9644
Theft from Vehicle,2014,12,22,19,0,34XX E 3RD AVE,Hastings-Sunrise,497916.8128,5457203.0387
Theft from Vehicle,2003,3,24,18,0,34XX E 4TH AVE,Hastings-Sunrise,497754.0457,5457092.2025
Theft from Vehicle,2012,5,29,23,15,34XX E 4TH AVE,Hastings-Sunrise,497754.0457,5457092.2025
Theft from Vehicle,2012,6,27,20,30,34XX E 4TH AVE,Hastings-Sunrise,497754.0457,5457092.2025
Theft from Vehicle,2013,5,6,16,30,34XX E 4TH AVE,Hastings-Sunrise,497754.0457,5457092.2025
Theft from Vehicle,2016,6,5,0,5,34XX E 4TH AVE,Hastings-Sunrise,497754.0457,5457092.2025
Theft from Vehicle,2021,11,14,19,40,34XX E 4TH AVE,Hastings-Sunrise,497754.0457,5457092.2025
Theft from Vehicle,2007,10,17,16,0,34XX E 4TH AVE,Hastings-Sunrise,497757.4084,5457101.3409
Theft from Vehicle,2008,6,26,23,0,34XX E 4TH AVE,Hastings-Sunrise,497757.4084,5457101.3409
Theft from Vehicle,2012,11,30,18,0,34XX E 4TH AVE,Hastings-Sunrise,497762.4296,5457101.3326
Theft from Vehicle,2016,7,20,22,30,34XX E 4TH AVE,Hastings-Sunrise,497767.4357,5457092.1802
Theft from Vehicle,2015,4,7,3,0,34XX E 4TH AVE,Hastings-Sunrise,497770.7984,5457101.3187
Theft from Vehicle,2018,10,29,0,0,34XX E 4TH AVE,Hastings-Sunrise,497773.1046,5457101.3146
Theft from Vehicle,2011,8,18,15,11,34XX E 4TH AVE,Hastings-Sunrise,497775.8196,5457101.3103
Theft from Vehicle,2016,7,15,18,0,34XX E 4TH AVE,Hastings-Sunrise,497775.8196,5457101.3103
Theft from Vehicle,2021,7,15,22,0,34XX E 4TH AVE,Hastings-Sunrise,497775.8196,5457101.3103
Theft from Vehicle,2004,1,20,23,0,34XX E 4TH AVE,Hastings-Sunrise,497794.2156,5457092.1357
Theft from Vehicle,2004,8,29,23,30,34XX E 4TH AVE,Hastings-Sunrise,497805.9469,5457101.2603
Theft from Vehicle,2021,5,23,21,0,34XX E 4TH AVE,Hastings-Sunrise,497816.7926,5457092.098
Theft from Vehicle,2009,7,29,1,0,34XX E 4TH AVE,Hastings-Sunrise,497826.0167,5457092.0829
Theft from Vehicle,2010,1,9,13,30,34XX E 4TH AVE,Hastings-Sunrise,497826.0167,5457092.0829
Theft from Vehicle,2007,8,14,23,0,34XX E 4TH AVE,Hastings-Sunrise,497831.0379,5457092.0746
Theft from Vehicle,2005,12,30,1,2,34XX E 4TH AVE,Hastings-Sunrise,497834.3854,5457092.069
Theft from Vehicle,2014,12,16,21,0,34XX E 4TH AVE,Hastings-Sunrise,497834.3854,5457092.069
Theft from Vehicle,2015,7,24,0,1,34XX E 4TH AVE,Hastings-Sunrise,497834.3854,5457092.069
Theft from Vehicle,2008,12,28,21,0,34XX E 5TH AVE,Hastings-Sunrise,497748.4433,5456982.8554
Theft from Vehicle,2010,3,3,0,0,34XX E 5TH AVE,Hastings-Sunrise,497748.4433,5456982.8554
Theft from Vehicle,2014,3,5,22,30,34XX E 5TH AVE,Hastings-Sunrise,497748.4433,5456982.8554
Theft from Vehicle,2005,4,18,15,0,34XX E 5TH AVE,Hastings-Sunrise,497796.9848,5456983.7532
Theft from Vehicle,2005,12,2,22,30,34XX E 5TH AVE,Hastings-Sunrise,497796.9848,5456983.7532
Theft from Vehicle,2007,1,19,18,15,34XX E 5TH AVE,Hastings-Sunrise,497796.9848,5456983.7532
Theft from Vehicle,2004,7,22,19,0,34XX E 5TH AVE,Hastings-Sunrise,497841.3833,5456994.2217
Theft from Vehicle,2014,11,9,19,0,34XX E 5TH AVE,Hastings-Sunrise,497851.1929,5456994.6723
Theft from Vehicle,2005,6,18,0,0,34XX E 5TH AVE,Hastings-Sunrise,497861.0025,5456995.1229
Theft from Vehicle,2016,12,30,18,0,34XX E GEORGIA ST,Hastings-Sunrise,497755.5406,5458385.1453
Theft from Vehicle,2004,8,18,2,0,34XX E GEORGIA ST,Hastings-Sunrise,497763.2621,5458385.1233
Theft from Vehicle,2005,5,11,20,0,34XX E GEORGIA ST,Hastings-Sunrise,497763.2621,5458385.1233
Theft from Vehicle,2019,1,25,18,0,34XX E GEORGIA ST,Hastings-Sunrise,497763.2621,5458385.1233
Theft from Vehicle,2020,1,30,22,0,34XX E GEORGIA ST,Hastings-Sunrise,497763.2621,5458385.1233
Theft from Vehicle,2020,1,31,0,0,34XX E GEORGIA ST,Hastings-Sunrise,497763.2621,5458385.1233
Theft from Vehicle,2011,11,21,4,49,34XX E GEORGIA ST,Hastings-Sunrise,497770.0623,5458394.2478
Theft from Vehicle,2014,10,19,22,0,34XX E GEORGIA ST,Hastings-Sunrise,497793.745,5458385.036
Theft from Vehicle,2018,6,14,21,30,34XX E GEORGIA ST,Hastings-Sunrise,497817.2934,5458384.9682
Theft from Vehicle,2014,8,10,13,0,34XX E GEORGIA ST,Hastings-Sunrise,497820.8409,5458384.9584
Theft from Vehicle,2015,1,17,16,30,34XX E GEORGIA ST,Hastings-Sunrise,497820.8409,5458384.9584
Theft from Vehicle,2015,8,2,21,0,34XX E GEORGIA ST,Hastings-Sunrise,497820.8409,5458384.9584
Theft from Vehicle,2016,8,9,17,0,34XX E GEORGIA ST,Hastings-Sunrise,497820.8409,5458384.9584
Theft from Vehicle,2011,9,29,6,30,34XX E GEORGIA ST,Hastings-Sunrise,497831.0019,5458384.9293
Theft from Vehicle,2014,9,8,23,30,34XX E GEORGIA ST,Hastings-Sunrise,497831.0019,5458384.9293
Theft from Vehicle,2012,10,18,22,0,34XX E GEORGIA ST,Hastings-Sunrise,497854.7109,5458384.8614
Theft from Vehicle,2014,9,15,11,15,34XX E GEORGIA ST,Hastings-Sunrise,497922.4769,5458393.8114
Theft from Vehicle,2011,5,1,17,0,34XX E GEORGIA ST,Hastings-Sunrise,497925.8377,5458384.6577
Theft from Vehicle,2022,1,5,23,30,34XX E GEORGIA ST,Hastings-Sunrise,497929.1366,5458393.7923
Theft from Vehicle,2003,11,20,8,0,34XX E HASTINGS ST,Hastings-Sunrise,497735.6344,5458705.7576
Theft from Vehicle,2006,9,2,17,0,34XX E HASTINGS ST,Hastings-Sunrise,497735.6344,5458705.7576
Theft from Vehicle,2007,5,8,13,15,34XX E HASTINGS ST,Hastings-Sunrise,497735.6344,5458705.7576
Theft from Vehicle,2017,1,9,20,0,34XX E HASTINGS ST,Hastings-Sunrise,497735.6344,5458705.7576
Theft from Vehicle,2020,3,3,13,0,34XX E HASTINGS ST,Hastings-Sunrise,497735.6344,5458705.7576
Theft from Vehicle,2009,2,28,10,0,34XX E HASTINGS ST,Hastings-Sunrise,497735.6897,5458714.9014
Theft from Vehicle,2022,7,18,19,30,34XX E HASTINGS ST,Hastings-Sunrise,497748.2196,5458705.6813
Theft from Vehicle,2003,8,17,15,30,34XX E HASTINGS ST,Hastings-Sunrise,497755.3389,5458705.6385
Theft from Vehicle,2006,8,27,11,23,34XX E HASTINGS ST,Hastings-Sunrise,497755.3389,5458705.6385
Theft from Vehicle,2017,12,10,21,0,34XX E HASTINGS ST,Hastings-Sunrise,497775.6526,5458710.0006
Theft from Vehicle,2018,7,20,18,0,34XX E HASTINGS ST,Hastings-Sunrise,497775.6526,5458710.0006
Theft from Vehicle,2005,8,15,20,0,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2005,9,25,16,30,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2006,1,2,21,30,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2006,11,11,18,0,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2006,11,11,20,0,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2006,11,12,15,32,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2006,11,12,16,5,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2006,11,12,16,37,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2008,8,25,23,0,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2008,9,18,18,0,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2010,11,22,19,0,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2011,5,31,22,30,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2011,6,1,6,55,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2012,1,28,8,30,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2015,10,28,22,0,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2019,1,14,23,5,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2020,1,26,20,0,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2020,1,27,0,0,34XX E HASTINGS ST,Hastings-Sunrise,497779.0396,5458714.6395
Theft from Vehicle,2017,11,27,8,0,34XX E HASTINGS ST,Hastings-Sunrise,497796.9675,5458710.1121
